ph,Hardness,Conductivity,Trihalomethanes,Turbidity,Original_Potability,SampleNumber,ph_rank,Hardness_rank,Conductivity_rank,Trihalomethanes_rank,Turbidity_rank,Average_Rank,Hardness_Safe,ph_safe,Conductivity_safe,Trihalomethanes_safe,Turbidity_safe,Hardness_Safe_qty,ph_safe_qty,Conductivity_safe_qty,Trihalomethanes_safe_qty,Turbidity_safe_qty,Hardness_Safe_pct,ph_safe_pct,Conductivity_safe_pct,Trihalomethanes_safe_pct,Turbidity_safe_pct,Potable_WHO_Standards,TestOrTrain,SVM_Potability,SVM Test Score,TestOrTrain,Logistic_Regression_Potability,SVM Test Score,TestOrTrain,Random_Forrest_Potability,SVM Test Score,Sample_Number
7.69,230.34,492.85,74.07,4.18,False,863,1834.0,230.34,2586,2123.0,1985,1480.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,530
7.76,173.64,520.64,87.48,3.26,False,864,1891.0,173.64,2845,2844.0,595,878.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,531
7.21,204.01,437.51,31.39,4.71,False,865,1512.0,204.01,1884,51.0,2713,1283.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,532
6.99,169.73,425.67,48.88,4.48,False,866,1359.0,169.73,1694,423.0,2421,1441.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,533
4.69,221.55,406.55,60.0,4.01,False,867,166.0,221.55,1420,1030.0,1723,1582.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,534
10.7,220.45,414.26,58.74,4.15,False,871,2748.0,220.45,1523,936.0,1946,1149.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,535
6.79,175.89,427.24,55.25,2.82,False,872,1196.0,175.89,1722,740.0,230,1076.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,536
4.49,188.25,518.59,65.18,3.78,False,875,141.0,188.25,2830,1452.0,1333,1390.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,537
8.02,175.87,428.66,72.31,3.44,False,876,2067.0,175.87,1735,1991.0,824,1075.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,538
5.09,174.27,526.36,48.55,4.84,False,877,272.0,174.27,2892,412.0,2836,2130.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,539
6.7,208.55,361.95,53.88,4.27,False,879,1115.0,208.55,772,662.0,2111,1281.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,540
6.57,207.74,497.9,75.42,4.56,False,881,1014.0,207.74,2634,2218.0,2522,1567.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,541
8.51,200.3,585.22,63.83,2.52,False,882,2299.0,200.3,3175,1348.0,107,914.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,542
5.95,186.46,416.09,68.91,4.07,False,883,626.0,186.46,1550,1745.0,1807,1810.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,543
10.63,198.38,522.03,71.78,3.72,False,886,2744.0,198.38,2855,1957.0,1236,1485.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,544
7.18,200.37,617.54,71.54,3.81,False,888,1492.0,200.37,3243,1940.0,1380,1379.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,545
5.92,167.66,471.86,53.32,4.11,False,889,610.0,167.66,2315,638.0,1861,1632.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,546
7.38,175.01,579.46,78.18,4.53,False,890,1633.0,175.01,3161,2399.0,2496,1369.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,547
7.83,220.96,462.14,57.03,5.58,False,891,1945.0,220.96,2193,841.0,3221,2214.0,False,True,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,548
4.75,186.3,296.96,48.45,3.7,False,892,182.0,186.3,148,405.0,1196,1522.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,549
9.06,196.48,342.36,84.28,5.46,False,893,2499.0,196.48,518,2713.0,3190,1193.0,True,False,True,False,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,550
5.49,176.27,500.94,59.4,3.29,False,894,408.0,176.27,2668,978.0,643,1387.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,551
4.49,199.05,390.57,75.67,2.77,False,895,140.0,199.05,1166,2235.0,199,1309.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,552
7.03,185.32,326.27,52.72,5.35,False,896,1385.0,185.32,341,604.0,3152,1585.0,True,True,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,553
10.2,182.08,291.6,50.57,5.17,False,897,2703.0,182.08,118,492.0,3084,881.0,True,False,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,554
7.34,182.31,360.18,73.49,3.42,False,901,1601.0,182.31,753,2085.0,788,1045.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,555
8.29,196.55,388.94,73.19,5.44,False,903,2210.0,196.55,1140,2061.0,3185,1551.0,True,True,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,556
5.95,160.44,451.01,62.37,4.07,False,904,623.0,160.44,2076,1222.0,1810,1370.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,557
5.3,220.08,393.39,58.8,3.92,False,907,336.0,220.08,1206,942.0,1578,1591.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,558
10.28,198.55,568.08,28.77,4.57,False,908,2714.0,198.55,3122,36.0,2544,1433.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,559
7.02,167.36,471.48,45.0,4.1,False,909,1376.0,167.36,2310,293.0,1844,1103.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,560
6.87,197.52,379.51,65.69,4.18,False,910,1252.0,197.52,1006,1491.0,1989,1680.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,561
8.24,198.21,401.06,81.2,2.78,False,913,2183.0,198.21,1332,2568.0,210,608.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,562
5.79,190.43,544.86,84.39,4.1,False,914,547.0,190.43,3013,2719.0,1852,1722.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,563
6.15,237.14,485.1,58.11,4.03,False,915,742.0,237.14,2491,896.0,1747,1886.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,564
7.3,196.95,451.61,71.71,4.14,False,916,1578.0,196.95,2082,1953.0,1924,1369.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,565
7.59,177.08,355.28,42.12,3.34,False,917,1776.0,177.08,681,219.0,692,941.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,566
4.92,197.29,357.47,61.86,2.29,False,921,229.0,197.29,717,1181.0,56,1374.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,567
7.6,199.35,210.32,62.85,3.7,False,925,1781.0,199.35,3,1264.0,1195,991.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,568
8.85,188.42,419.4,60.25,2.93,False,926,2427.0,188.42,1601,1057.0,300,1102.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,569
6.75,203.4,381.44,58.29,3.76,False,927,1161.0,203.4,1033,914.0,1292,1763.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,570
5.09,159.96,400.16,68.69,2.6,False,930,270.0,159.96,1317,1722.0,132,1444.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,571
6.95,159.77,482.6,78.76,3.17,False,931,1324.0,159.77,2469,2436.0,505,917.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,572
9.52,204.08,395.7,44.27,3.99,False,933,2604.0,204.08,1241,271.0,1696,1273.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,573
4.7,195.35,539.46,64.72,3.48,False,934,168.0,195.35,2984,1421.0,875,1613.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,574
10.39,200.89,336.28,62.16,4.92,False,935,2725.0,200.89,448,1207.0,2906,1175.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,575
5.75,183.47,354.17,70.53,3.81,False,936,530.0,183.47,664,1873.0,1388,1175.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,576
10.81,209.1,393.19,66.03,4.42,False,939,2752.0,209.1,1202,1518.0,2356,1567.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,577
8.97,228.69,456.43,77.33,3.65,False,940,2467.0,228.69,2129,2335.0,1116,1187.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,578
6.85,204.81,389.64,49.45,3.13,False,942,1233.0,204.81,1156,448.0,463,1239.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,579
8.86,200.61,521.77,69.87,3.58,False,943,2438.0,200.61,2851,1823.0,1009,1171.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,580
4.25,149.94,427.11,68.2,3.59,False,944,107.0,149.94,1717,1683.0,1020,1137.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,581
6.73,229.41,521.84,68.25,4.72,False,945,1141.0,229.41,2853,1688.0,2728,2013.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,582
5.92,186.62,273.45,59.46,4.22,False,946,612.0,186.62,41,981.0,2058,1298.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,583
6.47,176.74,524.91,84.3,3.13,False,949,952.0,176.74,2876,2714.0,460,1480.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,584
6.93,190.19,481.74,70.59,3.7,False,950,1304.0,190.19,2456,1880.0,1198,1436.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,585
7.42,220.39,463.3,80.27,3.6,False,952,1665.0,220.39,2206,2525.0,1043,1641.0,False,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,586
6.2,211.64,552.46,56.35,4.11,False,954,774.0,211.64,3049,805.0,1858,1535.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,587
9.07,203.38,496.16,76.42,4.06,False,955,2504.0,203.38,2617,2278.0,1784,1688.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,588
4.71,209.34,354.17,89.65,3.92,False,956,173.0,209.34,663,2894.0,1589,1117.0,False,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,589
10.58,213.78,497.17,83.35,2.97,False,957,2741.0,213.78,2628,2672.0,344,1401.0,False,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,590
6.14,158.42,373.84,80.73,4.68,False,959,727.0,158.42,928,2549.0,2674,1326.0,True,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,591
5.28,186.38,312.0,71.4,3.88,False,960,326.0,186.38,234,1930.0,1517,1598.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,592
6.78,189.44,420.36,61.05,3.32,False,961,1182.0,189.44,1615,1116.0,673,1400.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,593
7.24,211.87,494.42,32.75,4.53,False,962,1524.0,211.87,2605,67.0,2497,1750.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,594
8.41,210.8,555.58,67.06,2.37,False,964,2267.0,210.8,3066,1595.0,68,1330.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,595
7.37,185.04,336.96,50.0,3.05,False,966,1617.0,185.04,456,475.0,401,696.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,596
7.86,204.78,432.04,55.96,4.53,False,968,1957.0,204.78,1792,789.0,2502,1177.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,597
5.16,189.3,331.59,61.34,4.65,False,969,293.0,189.3,399,1147.0,2647,1450.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,598
4.44,240.17,533.97,69.04,5.04,False,973,136.0,240.17,2952,1765.0,2989,2022.0,False,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,599
8.25,175.91,302.2,71.44,3.94,False,974,2191.0,175.91,176,1934.0,1622,495.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,600
4.9,214.64,375.04,61.59,3.5,False,975,220.0,214.64,946,1165.0,898,1648.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,601
6.86,194.59,439.23,89.03,4.32,False,976,1243.0,194.59,1908,2877.0,2201,1771.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,602
6.67,190.75,383.25,86.44,1.96,False,977,1105.0,190.75,1059,2802.0,18,546.0,True,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,603
7.6,207.12,452.45,88.02,3.4,False,978,1780.0,207.12,2089,2856.0,767,1051.0,False,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,604
8.16,183.16,475.3,49.6,3.29,False,979,2147.0,183.16,2371,460.0,633,1395.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,605
8.87,193.37,355.47,58.81,4.18,False,980,2441.0,193.37,683,943.0,1996,1205.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,606
8.77,215.37,369.02,54.76,3.78,False,981,2403.0,215.37,857,712.0,1334,1338.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,607
7.79,196.48,471.52,44.54,3.08,False,983,1910.0,196.48,2311,281.0,418,1401.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,608
7.65,200.72,420.83,52.91,3.26,False,986,1815.0,200.72,1623,613.0,597,1166.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,609
4.77,200.37,310.93,63.66,3.94,False,987,188.0,200.37,225,1326.0,1612,1876.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,610
5.39,198.02,419.81,80.57,2.98,False,989,371.0,198.02,1607,2538.0,351,1279.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,611
5.48,165.44,488.77,80.23,6.36,False,990,399.0,165.44,2535,2521.0,3272,1953.0,True,False,False,False,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,612
8.35,231.2,527.38,58.05,4.22,False,993,2244.0,231.2,2900,891.0,2046,1791.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,613
6.84,166.74,390.8,87.1,3.67,False,996,1221.0,166.74,1169,2831.0,1136,1377.0,True,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,614
6.49,205.54,479.79,56.98,2.43,False,998,961.0,205.54,2432,838.0,82,1438.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,615
6.65,181.69,257.7,35.3,4.83,False,1000,1090.0,181.69,16,99.0,2827,1545.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,616
9.32,212.71,399.77,74.55,3.01,False,1002,2566.0,212.71,1309,2156.0,367,598.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,617
4.58,186.1,406.38,62.32,4.5,False,1003,152.0,186.1,1418,1218.0,2457,1856.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,618
7.88,229.24,368.77,49.8,4.63,False,1004,1976.0,229.24,854,466.0,2631,1409.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,619
6.17,238.3,482.67,79.17,4.44,False,1005,754.0,238.3,2471,2456.0,2381,2111.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,620
7.23,177.57,367.69,59.3,5.62,False,1006,1522.0,177.57,837,974.0,3226,1526.0,True,True,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,621
8.69,184.77,560.97,71.73,2.9,False,1008,2376.0,184.77,3091,1956.0,281,1119.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,622
4.8,190.32,357.44,63.86,4.04,False,1010,193.0,190.32,716,1351.0,1761,987.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,623
9.32,199.33,338.44,63.39,4.13,False,1011,2564.0,199.33,474,1306.0,1897,1241.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,624
7.58,180.75,617.88,39.22,4.46,False,1012,1769.0,180.75,3244,150.0,2401,1303.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,625
5.35,232.67,371.91,65.8,3.31,False,1013,353.0,232.67,904,1500.0,662,860.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,626
5.49,179.21,510.61,58.86,4.22,False,1014,404.0,179.21,2762,950.0,2056,1312.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033,627
8.32,221.27,501.67,75.36,2.76,False,1016,2232.0,221.27,2678,2211.0,197,1714.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033,628
