Sample Number,PH,Hardness,Conductivity,Trihalomethanes,Turbidity,Original Potability,Potable by WHO Standards,TestOrTrain,SVM Potability,SVM Test Score,Test/Train for LogReg,Logistic Regression Potability,LogReg Test Score,Test/Train for RanFor,Random Forrest Probability,RanFor Test Score
348,7.51,182.19,499.1,60.67,3.34,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
349,6.98,191.86,564.65,50.51,4.93,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
350,7.46,237.58,377.68,62.04,3.95,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
351,9.05,169.51,471.93,62.72,2.81,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
352,9.52,199.08,501.45,55.77,3.81,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
353,7.49,210.35,445.06,84.87,5.49,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
354,6.62,172.06,405.82,58.56,4.33,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
355,6.03,200.42,349.98,43.38,3.42,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
356,6.34,164.82,337.22,64.38,3.84,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
357,7.46,217.7,494.09,57.2,3.84,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
358,6.36,175.04,302.19,70.11,3.68,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
359,5.74,189.83,425.02,81.37,2.72,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
360,8.81,157.23,299.28,61.64,5.18,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
361,8.0,186.46,561.61,67.0,3.14,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
362,6.43,202.94,332.61,75.1,3.57,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
363,6.12,179.58,467.17,69.02,3.63,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
364,8.46,228.73,370.71,82.36,4.91,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
365,5.77,200.14,414.02,62.52,3.08,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
366,7.9,174.69,472.04,60.86,3.08,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
367,8.58,221.15,389.29,36.08,3.92,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
368,5.6,229.3,424.26,40.41,3.83,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
369,8.15,218.44,376.67,52.42,4.31,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
370,6.67,222.49,318.56,72.72,3.93,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
371,6.5,173.77,593.56,63.69,4.36,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
372,9.74,209.76,449.37,47.1,5.57,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
373,9.27,204.36,431.48,90.9,5.26,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
374,6.48,177.29,466.65,65.15,4.31,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
375,6.3,214.21,434.05,64.85,1.68,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
376,5.28,185.71,543.18,47.07,4.8,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
377,8.27,192.0,405.34,85.44,3.08,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
378,8.21,192.18,418.68,86.98,3.38,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
379,8.72,219.78,481.85,50.18,2.89,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
380,6.49,172.86,652.54,56.95,4.67,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
381,7.81,180.35,370.01,80.88,2.9,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
382,9.65,205.21,392.77,53.9,3.19,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
383,7.39,189.6,458.04,56.77,4.82,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
384,5.5,204.68,476.84,83.41,5.06,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
385,6.27,185.71,534.54,69.14,4.67,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
386,4.03,203.39,503.73,46.38,4.18,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
387,6.41,204.36,389.22,91.2,5.01,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
388,5.55,204.26,431.97,41.95,3.95,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
389,7.47,240.35,453.21,67.95,3.38,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
390,7.92,214.19,411.42,25.06,4.03,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
391,5.43,201.78,451.56,87.63,3.68,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
392,6.72,195.19,411.8,67.98,2.44,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
393,6.58,156.22,418.97,78.31,3.77,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
394,6.62,185.41,458.92,40.96,3.55,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
395,8.27,188.16,344.15,89.45,3.33,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
396,5.17,207.28,552.91,52.24,2.95,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
397,6.96,193.75,302.94,78.08,2.4,False,True,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
398,9.04,221.32,377.86,87.9,4.35,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
399,5.97,202.75,412.04,73.17,5.01,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
400,6.27,191.85,538.2,52.1,4.51,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
401,6.6,212.98,430.33,33.4,4.46,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
402,7.14,153.24,278.48,81.72,3.79,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
403,8.12,208.69,436.29,67.38,2.93,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
404,7.67,210.0,417.74,63.55,2.71,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
405,5.56,154.3,355.21,75.14,4.54,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
406,7.54,192.23,369.43,70.59,3.7,True,True,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
407,7.34,210.12,412.71,73.51,3.92,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
408,10.02,210.13,324.65,92.64,3.85,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
409,6.33,197.48,399.56,62.22,4.04,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
410,8.89,224.08,466.25,59.58,3.62,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
411,8.17,203.42,527.91,60.39,3.92,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
412,4.93,164.67,506.53,69.25,5.05,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
413,8.98,199.0,492.1,64.18,3.2,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
414,7.37,220.39,551.15,67.31,3.18,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
415,9.11,202.51,467.11,46.94,4.49,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
416,6.7,230.77,405.76,74.39,3.42,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
417,3.62,156.9,388.75,63.56,5.37,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
418,7.97,186.35,461.36,86.12,5.12,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
419,8.91,202.46,426.19,79.37,4.64,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
420,5.9,198.31,312.39,74.31,4.9,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
421,9.51,215.73,453.92,57.87,2.65,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
422,8.84,229.96,370.09,77.17,4.58,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
423,7.72,208.44,269.01,56.88,3.22,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
424,9.09,208.91,449.26,89.21,4.43,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
425,1.76,147.58,428.44,65.01,2.97,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
426,5.09,173.57,507.48,62.47,3.96,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
427,9.55,212.05,498.27,52.9,4.98,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
428,6.25,163.22,509.96,19.18,5.04,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
429,8.6,202.34,315.48,76.88,3.24,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
430,6.44,193.0,379.68,75.84,3.42,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
431,7.33,233.72,401.74,81.84,4.77,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
432,6.14,210.98,332.6,79.63,3.08,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
433,5.39,172.55,505.54,67.27,4.63,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
434,5.62,215.82,340.65,72.49,4.36,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
435,5.77,184.4,380.1,100.23,3.09,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
436,5.25,167.92,315.54,70.59,4.07,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
437,7.69,209.19,355.7,71.68,3.92,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
438,5.84,202.04,475.14,77.93,4.49,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
439,9.96,220.04,398.68,60.99,3.25,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
440,7.42,198.71,366.37,88.0,3.39,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
441,3.63,179.35,500.87,77.36,3.35,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
442,9.9,199.08,345.02,73.38,2.4,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
443,10.27,218.22,341.6,84.68,4.3,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
444,0.23,152.53,443.03,62.32,3.55,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
445,6.02,206.01,431.78,53.32,4.43,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
446,7.11,213.89,505.74,91.68,5.71,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
447,8.13,211.12,367.99,55.8,4.82,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
448,10.25,218.28,336.2,82.86,4.56,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
449,9.24,212.57,575.42,66.89,3.47,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
450,7.07,213.62,605.31,58.41,4.29,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
451,7.12,193.71,369.53,54.44,3.74,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
452,8.24,199.59,328.36,54.42,3.09,True,True,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
453,6.16,202.76,344.37,47.8,4.0,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
454,7.06,211.09,353.51,67.58,3.96,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
455,7.48,186.07,323.77,66.29,4.04,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
456,8.08,185.93,402.66,86.98,3.37,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
457,7.7,192.14,646.73,90.53,4.38,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
458,6.75,207.25,446.7,30.9,2.78,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
459,6.32,185.99,401.3,60.47,3.58,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
460,8.58,186.6,384.31,66.69,3.39,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
461,9.89,220.64,460.81,59.6,3.75,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
462,8.39,215.3,443.45,46.37,4.15,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
463,7.58,193.29,414.81,92.61,4.83,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
464,9.85,208.74,462.48,50.89,4.52,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
465,9.66,233.49,326.78,62.46,4.74,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
466,7.94,207.02,358.85,63.77,3.62,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
467,6.92,207.82,481.96,78.3,3.27,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
468,10.54,200.14,340.81,72.73,3.82,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
469,5.73,162.86,297.63,76.74,3.56,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
470,5.34,178.64,465.07,65.33,3.92,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
471,6.77,177.17,389.52,64.87,3.66,True,True,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
472,6.85,195.45,404.2,75.39,3.73,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
473,8.59,233.73,258.88,41.93,4.04,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
474,7.59,199.26,416.45,48.27,4.52,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
475,8.14,203.86,470.84,30.71,5.0,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
476,5.35,150.5,422.42,78.37,4.78,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
477,8.0,241.0,428.88,39.84,2.63,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
478,11.9,228.13,500.17,63.53,3.02,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
479,7.44,180.86,564.79,57.76,2.19,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
480,5.14,209.36,378.9,86.74,4.19,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
481,9.62,182.91,573.33,45.91,3.98,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
482,5.36,171.32,490.66,33.12,1.81,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
483,6.38,182.12,350.24,66.23,5.4,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
484,3.94,163.17,487.99,63.61,3.48,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
485,6.92,210.86,392.36,77.08,4.6,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
486,9.15,226.09,459.57,80.57,3.21,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
487,10.27,225.07,353.63,64.01,5.2,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
488,7.37,213.2,496.27,94.84,3.81,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
489,9.39,215.05,447.07,54.43,4.67,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
490,7.3,197.65,353.06,82.54,4.68,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
491,8.9,211.31,333.78,68.33,4.52,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
492,8.11,228.17,369.9,101.35,4.69,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
493,7.8,216.67,468.21,62.86,4.08,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
494,4.67,171.29,501.9,56.91,4.56,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
495,10.91,207.0,575.31,80.75,3.72,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
496,4.74,162.25,437.22,65.09,2.94,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
497,9.87,223.77,356.18,84.01,4.74,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
498,5.83,191.0,370.36,48.66,3.18,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
499,0.99,133.22,322.29,43.58,5.16,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
500,9.49,218.74,429.62,64.83,3.22,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
501,6.44,214.72,508.35,71.43,4.93,True,False,Train,True,0.6705298013245033,Train,True,0.6705298013245033,Train,True,0.6705298013245033
502,6.37,205.06,371.58,74.31,5.13,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
503,5.45,199.23,469.13,95.31,5.19,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
504,5.43,177.83,490.28,58.42,2.87,True,False,Test,True,0.6705298013245033,Test,True,0.6705298013245033,Test,True,0.6705298013245033
505,5.23,177.32,328.39,62.08,2.26,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
506,4.59,185.63,380.72,74.58,4.92,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
507,6.4,172.3,435.41,58.37,4.56,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
508,6.9,164.72,468.42,65.69,4.05,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
509,7.89,228.49,423.66,56.42,3.63,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
510,6.49,234.91,442.1,65.64,4.38,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
511,6.68,193.84,498.06,66.66,4.03,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
512,4.76,203.54,288.91,85.92,4.41,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
513,7.44,183.36,453.0,80.54,2.5,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
514,8.05,200.94,446.75,71.2,3.51,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
515,7.06,215.95,431.42,64.03,4.3,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
516,7.61,222.25,505.27,68.4,2.87,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
517,4.69,200.89,516.85,85.03,2.73,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
518,8.06,209.84,338.85,106.24,3.25,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
519,4.29,212.81,382.92,39.78,2.8,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
520,9.09,238.22,381.35,98.49,2.54,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
521,6.59,242.48,440.6,70.93,3.06,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
522,8.99,195.81,551.54,75.91,4.49,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
523,6.74,156.48,425.29,70.37,5.21,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
524,6.49,213.07,313.25,70.83,3.38,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
525,6.75,191.98,389.74,92.22,5.1,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
526,8.3,198.2,294.33,44.06,5.4,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
527,7.92,224.15,421.89,72.73,4.76,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
528,8.78,218.03,389.02,47.1,4.27,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
529,8.16,215.65,459.54,60.37,2.96,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
530,7.69,230.34,492.85,74.07,4.18,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
531,7.76,173.64,520.64,87.48,3.26,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
532,7.21,204.01,437.51,31.39,4.71,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
533,6.99,169.73,425.67,48.88,4.48,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
534,4.69,221.55,406.55,60.0,4.01,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
535,10.7,220.45,414.26,58.74,4.15,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
536,6.79,175.89,427.24,55.25,2.82,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
537,4.49,188.25,518.59,65.18,3.78,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
538,8.02,175.87,428.66,72.31,3.44,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
539,5.09,174.27,526.36,48.55,4.84,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
540,6.7,208.55,361.95,53.88,4.27,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
541,6.57,207.74,497.9,75.42,4.56,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
542,8.51,200.3,585.22,63.83,2.52,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
543,5.95,186.46,416.09,68.91,4.07,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
544,10.63,198.38,522.03,71.78,3.72,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
545,7.18,200.37,617.54,71.54,3.81,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
546,5.92,167.66,471.86,53.32,4.11,False,False,Test,False,0.6705298013245033,Test,False,0.6705298013245033,Test,False,0.6705298013245033
547,7.38,175.01,579.46,78.18,4.53,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
548,7.83,220.96,462.14,57.03,5.58,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
549,4.75,186.3,296.96,48.45,3.7,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
550,9.06,196.48,342.36,84.28,5.46,False,False,Train,False,0.6705298013245033,Train,False,0.6705298013245033,Train,False,0.6705298013245033
