,Unnamed: 0,ph,Hardness,Conductivity,Trihalomethanes,Turbidity,Original_Potability,SampleNumber,ph_rank,Hardness_rank,Conductivity_rank,Trihalomethanes_rank,Turbidity_rank,Average_Rank,Hardness_Safe,ph_safe,Conductivity_safe,Trihalomethanes_safe,Turbidity_safe,Hardness_Safe_qty,ph_safe_qty,Conductivity_safe_qty,Trihalomethanes_safe_qty,Turbidity_safe_qty,Hardness_Safe_pct,ph_safe_pct,Conductivity_safe_pct,Trihalomethanes_safe_pct,Turbidity_safe_pct,Potable_WHO_Standards,Unnamed: 0,TestOrTrain,SVM_Potability,SVM Test Score,Unnamed: 0,TestOrTrain,Logistic_Regression_Potability,SVM Test Score,Unnamed: 0,TestOrTrain,Random_Forrest_Potability,SVM Test Score
306,306,7.71,178.92,518.04,63.16,3.86,False,482,1847.0,178.92,2825,1289.0,1485,1449.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,306,Test,False,0.6705298013245033,306,Test,False,0.6705298013245033,306,Test,False,0.6705298013245033
307,307,7.82,190.31,379.22,73.43,3.1,False,483,1933.0,190.31,1001,2079.0,445,1344.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,307,Train,False,0.6705298013245033,307,Train,False,0.6705298013245033,307,Train,False,0.6705298013245033
308,308,6.14,168.44,494.13,60.26,3.84,False,484,729.0,168.44,2598,1059.0,1447,2060.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,308,Test,False,0.6705298013245033,308,Test,False,0.6705298013245033,308,Test,False,0.6705298013245033
309,309,5.04,193.17,444.45,66.54,4.54,False,485,259.0,193.17,1977,1548.0,2512,1789.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,309,Train,False,0.6705298013245033,309,Train,False,0.6705298013245033,309,Train,False,0.6705298013245033
310,310,8.68,200.74,441.3,74.59,4.98,False,486,2371.0,200.74,1931,2163.0,2951,1897.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,310,Test,False,0.6705298013245033,310,Test,False,0.6705298013245033,310,Test,False,0.6705298013245033
311,311,7.69,221.36,529.75,84.7,4.98,False,487,1836.0,221.36,2920,2730.0,2950,2096.0,False,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,311,Train,False,0.6705298013245033,311,Train,False,0.6705298013245033,311,Train,False,0.6705298013245033
312,312,5.67,184.78,409.48,31.94,3.27,False,489,490.0,184.78,1448,58.0,611,957.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,312,Train,False,0.6705298013245033,312,Train,False,0.6705298013245033,312,Train,False,0.6705298013245033
313,313,6.62,204.34,413.0,62.52,2.84,False,490,1061.0,204.34,1501,1233.0,239,858.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,313,Train,False,0.6705298013245033,313,Train,False,0.6705298013245033,313,Train,False,0.6705298013245033
314,314,6.54,195.57,530.8,68.14,2.36,False,491,996.0,195.57,2930,1677.0,64,1377.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,314,Train,False,0.6705298013245033,314,Train,False,0.6705298013245033,314,Train,False,0.6705298013245033
315,315,6.34,158.34,334.94,38.1,5.46,False,495,861.0,158.34,435,136.0,3193,1136.0,True,False,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,315,Train,False,0.6705298013245033,315,Train,False,0.6705298013245033,315,Train,False,0.6705298013245033
316,316,5.98,181.26,543.35,60.21,4.25,False,496,638.0,181.26,3001,1052.0,2087,972.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,316,Train,False,0.6705298013245033,316,Train,False,0.6705298013245033,316,Train,False,0.6705298013245033
317,317,6.43,178.33,566.75,60.74,6.03,False,498,920.0,178.33,3114,1098.0,3263,1905.0,True,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,317,Train,False,0.6705298013245033,317,Train,False,0.6705298013245033,317,Train,False,0.6705298013245033
318,318,6.11,191.76,375.55,73.79,4.88,False,500,712.0,191.76,953,2107.0,2862,1909.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,318,Train,False,0.6705298013245033,318,Train,False,0.6705298013245033,318,Train,False,0.6705298013245033
319,319,5.84,168.3,506.76,80.42,4.14,False,501,566.0,168.3,2728,2531.0,1920,1559.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,319,Test,False,0.6705298013245033,319,Test,False,0.6705298013245033,319,Test,False,0.6705298013245033
320,320,5.35,184.78,492.14,87.3,2.95,False,503,352.0,184.78,2580,2836.0,326,1465.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,320,Test,False,0.6705298013245033,320,Test,False,0.6705298013245033,320,Test,False,0.6705298013245033
321,321,5.39,212.59,355.55,64.21,3.66,False,504,368.0,212.59,686,1384.0,1125,1723.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,321,Train,False,0.6705298013245033,321,Train,False,0.6705298013245033,321,Train,False,0.6705298013245033
322,322,9.92,207.07,278.75,44.3,4.12,False,505,2672.0,207.07,63,274.0,1878,1209.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,322,Train,False,0.6705298013245033,322,Train,False,0.6705298013245033,322,Train,False,0.6705298013245033
323,323,9.42,173.64,596.83,105.27,4.6,False,508,2581.0,173.64,3209,3085.0,2603,1886.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,323,Train,False,0.6705298013245033,323,Train,False,0.6705298013245033,323,Train,False,0.6705298013245033
324,324,7.29,202.33,379.27,64.02,4.24,False,511,1565.0,202.33,1002,1361.0,2068,1198.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,324,Train,False,0.6705298013245033,324,Train,False,0.6705298013245033,324,Train,False,0.6705298013245033
325,325,5.61,152.95,596.08,49.43,4.64,False,514,460.0,152.95,3204,447.0,2645,2031.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,325,Train,False,0.6705298013245033,325,Train,False,0.6705298013245033,325,Train,False,0.6705298013245033
326,326,5.7,233.52,509.77,73.75,3.4,False,515,507.0,233.52,2753,2101.0,765,1811.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,326,Train,False,0.6705298013245033,326,Train,False,0.6705298013245033,326,Train,False,0.6705298013245033
327,327,5.41,226.59,420.12,58.85,4.09,False,516,379.0,226.59,1610,948.0,1833,1956.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,327,Train,False,0.6705298013245033,327,Train,False,0.6705298013245033,327,Train,False,0.6705298013245033
328,328,5.02,169.4,467.22,23.79,4.29,False,518,249.0,169.4,2256,20.0,2146,2114.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,328,Test,False,0.6705298013245033,328,Test,False,0.6705298013245033,328,Test,False,0.6705298013245033
329,329,7.03,202.81,471.13,63.75,5.99,False,521,1381.0,202.81,2303,1340.0,3261,1600.0,False,True,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,329,Train,False,0.6705298013245033,329,Train,False,0.6705298013245033,329,Train,False,0.6705298013245033
330,330,5.77,194.5,387.13,52.51,4.24,False,522,539.0,194.5,1116,593.0,2075,1014.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,330,Test,False,0.6705298013245033,330,Test,False,0.6705298013245033,330,Test,False,0.6705298013245033
331,331,8.44,183.11,587.02,77.95,3.82,False,523,2280.0,183.11,3177,2388.0,1401,1556.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,331,Train,False,0.6705298013245033,331,Train,False,0.6705298013245033,331,Train,False,0.6705298013245033
332,332,5.91,213.47,357.26,54.42,4.3,False,524,598.0,213.47,712,693.0,2164,1793.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,332,Train,False,0.6705298013245033,332,Train,False,0.6705298013245033,332,Train,False,0.6705298013245033
333,333,10.25,217.74,528.12,54.15,3.29,False,526,2709.0,217.74,2910,680.0,636,1174.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,333,Train,False,0.6705298013245033,333,Train,False,0.6705298013245033,333,Train,False,0.6705298013245033
334,334,8.21,182.91,332.86,66.69,4.23,False,527,2171.0,182.91,414,1567.0,2059,1355.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,334,Test,False,0.6705298013245033,334,Test,False,0.6705298013245033,334,Test,False,0.6705298013245033
335,335,7.29,208.44,352.6,64.03,4.69,False,528,1559.0,208.44,641,1362.0,2685,1353.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,335,Train,False,0.6705298013245033,335,Train,False,0.6705298013245033,335,Train,False,0.6705298013245033
336,336,8.81,226.11,350.12,64.33,3.88,False,529,2413.0,226.11,611,1389.0,1512,915.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,336,Train,False,0.6705298013245033,336,Train,False,0.6705298013245033,336,Train,False,0.6705298013245033
337,337,6.64,198.88,573.72,81.55,4.69,False,530,1078.0,198.88,3144,2591.0,2697,1933.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,337,Train,False,0.6705298013245033,337,Train,False,0.6705298013245033,337,Train,False,0.6705298013245033
338,338,6.15,197.54,319.43,120.03,4.6,False,531,734.0,197.54,284,3113.0,2596,1676.0,True,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,338,Train,False,0.6705298013245033,338,Train,False,0.6705298013245033,338,Train,False,0.6705298013245033
339,339,5.91,177.89,385.81,60.61,4.81,False,532,597.0,177.89,1096,1091.0,2803,1815.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,339,Test,False,0.6705298013245033,339,Test,False,0.6705298013245033,339,Test,False,0.6705298013245033
340,340,5.39,163.34,491.75,48.69,3.58,False,533,370.0,163.34,2575,418.0,1007,1704.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,340,Train,False,0.6705298013245033,340,Train,False,0.6705298013245033,340,Train,False,0.6705298013245033
341,341,5.01,160.5,303.26,70.7,3.67,False,534,247.0,160.5,181,1887.0,1132,1607.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,341,Train,False,0.6705298013245033,341,Train,False,0.6705298013245033,341,Train,False,0.6705298013245033
342,342,6.5,163.26,517.43,37.77,4.96,False,535,969.0,163.26,2812,132.0,2940,1910.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,342,Train,False,0.6705298013245033,342,Train,False,0.6705298013245033,342,Train,False,0.6705298013245033
343,343,8.74,179.41,323.74,85.78,2.84,False,537,2391.0,179.41,310,2779.0,240,598.0,True,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,343,Train,False,0.6705298013245033,343,Train,False,0.6705298013245033,343,Train,False,0.6705298013245033
344,344,8.39,187.64,376.24,58.95,2.83,False,538,2263.0,187.64,960,956.0,235,862.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,344,Train,False,0.6705298013245033,344,Train,False,0.6705298013245033,344,Train,False,0.6705298013245033
345,345,4.3,148.74,365.84,54.08,3.07,False,541,117.0,148.74,821,674.0,412,1288.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,345,Test,False,0.6705298013245033,345,Test,False,0.6705298013245033,345,Test,False,0.6705298013245033
346,346,8.31,196.55,607.92,76.69,4.29,False,544,2230.0,196.55,3232,2296.0,2151,1061.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,346,Train,False,0.6705298013245033,346,Train,False,0.6705298013245033,346,Train,False,0.6705298013245033
347,347,3.41,207.4,351.52,86.64,3.72,False,546,29.0,207.4,630,2807.0,1234,1358.0,False,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,347,Train,False,0.6705298013245033,347,Train,False,0.6705298013245033,347,Train,False,0.6705298013245033
348,348,7.51,182.19,499.1,60.67,3.34,False,547,1731.0,182.19,2651,1095.0,693,1409.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,348,Train,False,0.6705298013245033,348,Train,False,0.6705298013245033,348,Train,False,0.6705298013245033
349,349,6.98,191.86,564.65,50.51,4.93,False,548,1350.0,191.86,3107,490.0,2915,2234.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,349,Test,False,0.6705298013245033,349,Test,False,0.6705298013245033,349,Test,False,0.6705298013245033
350,350,7.46,237.58,377.68,62.04,3.95,False,550,1694.0,237.58,984,1199.0,1631,1140.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,350,Train,False,0.6705298013245033,350,Train,False,0.6705298013245033,350,Train,False,0.6705298013245033
351,351,9.05,169.51,471.93,62.72,2.81,False,556,2497.0,169.51,2317,1252.0,227,946.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,351,Test,False,0.6705298013245033,351,Test,False,0.6705298013245033,351,Test,False,0.6705298013245033
352,352,9.52,199.08,501.45,55.77,3.81,False,557,2603.0,199.08,2673,775.0,1394,1041.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,352,Test,False,0.6705298013245033,352,Test,False,0.6705298013245033,352,Test,False,0.6705298013245033
353,353,7.49,210.35,445.06,84.87,5.49,False,559,1718.0,210.35,1991,2739.0,3204,1882.0,False,True,False,False,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,353,Train,False,0.6705298013245033,353,Train,False,0.6705298013245033,353,Train,False,0.6705298013245033
354,354,6.62,172.06,405.82,58.56,4.33,False,561,1060.0,172.06,1406,928.0,2225,1379.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,354,Train,False,0.6705298013245033,354,Train,False,0.6705298013245033,354,Train,False,0.6705298013245033
355,355,6.03,200.42,349.98,43.38,3.42,False,562,664.0,200.42,608,249.0,795,1202.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,355,Train,False,0.6705298013245033,355,Train,False,0.6705298013245033,355,Train,False,0.6705298013245033
356,356,6.34,164.82,337.22,64.38,3.84,False,563,864.0,164.82,459,1395.0,1453,1521.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,356,Train,False,0.6705298013245033,356,Train,False,0.6705298013245033,356,Train,False,0.6705298013245033
357,357,7.46,217.7,494.09,57.2,3.84,False,565,1692.0,217.7,2597,847.0,1445,1263.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,357,Test,False,0.6705298013245033,357,Test,False,0.6705298013245033,357,Test,False,0.6705298013245033
358,358,6.36,175.04,302.19,70.11,3.68,False,566,877.0,175.04,175,1844.0,1164,1123.0,True,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,358,Test,False,0.6705298013245033,358,Test,False,0.6705298013245033,358,Test,False,0.6705298013245033
359,359,5.74,189.83,425.02,81.37,2.72,False,569,525.0,189.83,1684,2577.0,175,1206.0,True,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,359,Train,False,0.6705298013245033,359,Train,False,0.6705298013245033,359,Train,False,0.6705298013245033
360,360,8.81,157.23,299.28,61.64,5.18,False,572,2412.0,157.23,160,1167.0,3085,1084.0,True,False,True,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,360,Train,False,0.6705298013245033,360,Train,False,0.6705298013245033,360,Train,False,0.6705298013245033
361,361,8.0,186.46,561.61,67.0,3.14,False,573,2056.0,186.46,3093,1588.0,470,1159.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,361,Train,False,0.6705298013245033,361,Train,False,0.6705298013245033,361,Train,False,0.6705298013245033
362,362,6.43,202.94,332.61,75.1,3.57,False,575,919.0,202.94,412,2192.0,993,799.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,362,Train,False,0.6705298013245033,362,Train,False,0.6705298013245033,362,Train,False,0.6705298013245033
363,363,6.12,179.58,467.17,69.02,3.63,False,576,720.0,179.58,2255,1762.0,1077,1655.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,363,Test,False,0.6705298013245033,363,Test,False,0.6705298013245033,363,Test,False,0.6705298013245033
364,364,8.46,228.73,370.71,82.36,4.91,False,577,2283.0,228.73,885,2624.0,2896,1094.0,False,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,364,Train,False,0.6705298013245033,364,Train,False,0.6705298013245033,364,Train,False,0.6705298013245033
365,365,5.77,200.14,414.02,62.52,3.08,False,578,541.0,200.14,1517,1234.0,423,1405.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,365,Test,False,0.6705298013245033,365,Test,False,0.6705298013245033,365,Test,False,0.6705298013245033
366,366,7.9,174.69,472.04,60.86,3.08,False,581,1989.0,174.69,2319,1103.0,433,1176.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,366,Train,False,0.6705298013245033,366,Train,False,0.6705298013245033,366,Train,False,0.6705298013245033
367,367,8.58,221.15,389.29,36.08,3.92,False,582,2335.0,221.15,1149,113.0,1574,1379.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,367,Train,False,0.6705298013245033,367,Train,False,0.6705298013245033,367,Train,False,0.6705298013245033
368,368,5.6,229.3,424.26,40.41,3.83,False,583,452.0,229.3,1670,177.0,1421,1432.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,368,Train,False,0.6705298013245033,368,Train,False,0.6705298013245033,368,Train,False,0.6705298013245033
369,369,8.15,218.44,376.67,52.42,4.31,False,584,2136.0,218.44,968,586.0,2185,1419.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,369,Train,False,0.6705298013245033,369,Train,False,0.6705298013245033,369,Train,False,0.6705298013245033
370,370,6.67,222.49,318.56,72.72,3.93,False,585,1103.0,222.49,279,2019.0,1596,1277.0,False,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,370,Train,False,0.6705298013245033,370,Train,False,0.6705298013245033,370,Train,False,0.6705298013245033
371,371,6.5,173.77,593.56,63.69,4.36,False,586,968.0,173.77,3199,1330.0,2253,2018.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,371,Train,False,0.6705298013245033,371,Train,False,0.6705298013245033,371,Train,False,0.6705298013245033
372,372,9.74,209.76,449.37,47.1,5.57,False,587,2637.0,209.76,2059,366.0,3220,1339.0,False,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,372,Test,False,0.6705298013245033,372,Test,False,0.6705298013245033,372,Test,False,0.6705298013245033
373,373,9.27,204.36,431.48,90.9,5.26,False,588,2551.0,204.36,1781,2927.0,3126,1576.0,False,False,False,False,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,373,Train,False,0.6705298013245033,373,Train,False,0.6705298013245033,373,Train,False,0.6705298013245033
374,374,6.48,177.29,466.65,65.15,4.31,False,591,954.0,177.29,2249,1448.0,2182,1465.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,374,Train,False,0.6705298013245033,374,Train,False,0.6705298013245033,374,Train,False,0.6705298013245033
375,375,6.3,214.21,434.05,64.85,1.68,False,593,832.0,214.21,1819,1431.0,6,1278.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,375,Train,False,0.6705298013245033,375,Train,False,0.6705298013245033,375,Train,False,0.6705298013245033
376,376,5.28,185.71,543.18,47.07,4.8,False,594,329.0,185.71,3000,363.0,2798,1977.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,376,Train,False,0.6705298013245033,376,Train,False,0.6705298013245033,376,Train,False,0.6705298013245033
377,377,8.27,192.0,405.34,85.44,3.08,False,595,2201.0,192.0,1400,2768.0,419,1278.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,377,Train,False,0.6705298013245033,377,Train,False,0.6705298013245033,377,Train,False,0.6705298013245033
378,378,8.21,192.18,418.68,86.98,3.38,False,598,2175.0,192.18,1593,2823.0,735,1039.0,True,True,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,378,Train,False,0.6705298013245033,378,Train,False,0.6705298013245033,378,Train,False,0.6705298013245033
379,379,8.72,219.78,481.85,50.18,2.89,False,603,2382.0,219.78,2458,483.0,272,1278.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,379,Train,False,0.6705298013245033,379,Train,False,0.6705298013245033,379,Train,False,0.6705298013245033
380,380,6.49,172.86,652.54,56.95,4.67,False,605,965.0,172.86,3266,835.0,2668,1551.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,380,Test,False,0.6705298013245033,380,Test,False,0.6705298013245033,380,Test,False,0.6705298013245033
381,381,7.81,180.35,370.01,80.88,2.9,False,606,1932.0,180.35,874,2555.0,284,1012.0,True,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,381,Test,False,0.6705298013245033,381,Test,False,0.6705298013245033,381,Test,False,0.6705298013245033
382,382,9.65,205.21,392.77,53.9,3.19,False,607,2627.0,205.21,1198,663.0,537,544.0,False,False,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,382,Test,False,0.6705298013245033,382,Test,False,0.6705298013245033,382,Test,False,0.6705298013245033
383,383,7.39,189.6,458.04,56.77,4.82,False,611,1640.0,189.6,2149,824.0,2812,2179.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,383,Train,False,0.6705298013245033,383,Train,False,0.6705298013245033,383,Train,False,0.6705298013245033
384,384,5.5,204.68,476.84,83.41,5.06,False,612,411.0,204.68,2391,2674.0,3006,2136.0,False,False,False,False,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,384,Train,False,0.6705298013245033,384,Train,False,0.6705298013245033,384,Train,False,0.6705298013245033
385,385,6.27,185.71,534.54,69.14,4.67,False,615,812.0,185.71,2956,1775.0,2673,1774.0,True,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,385,Train,False,0.6705298013245033,385,Train,False,0.6705298013245033,385,Train,False,0.6705298013245033
386,386,4.03,203.39,503.73,46.38,4.18,False,622,81.0,203.39,2696,335.0,1988,2041.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,386,Train,False,0.6705298013245033,386,Train,False,0.6705298013245033,386,Train,False,0.6705298013245033
387,387,6.41,204.36,389.22,91.2,5.01,False,623,911.0,204.36,1145,2936.0,2971,1347.0,False,False,True,False,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,387,Train,False,0.6705298013245033,387,Train,False,0.6705298013245033,387,Train,False,0.6705298013245033
388,388,5.55,204.26,431.97,41.95,3.95,False,626,432.0,204.26,1790,213.0,1625,1735.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,388,Train,False,0.6705298013245033,388,Train,False,0.6705298013245033,388,Train,False,0.6705298013245033
389,389,7.47,240.35,453.21,67.95,3.38,False,628,1699.0,240.35,2099,1662.0,737,1440.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,389,Test,False,0.6705298013245033,389,Test,False,0.6705298013245033,389,Test,False,0.6705298013245033
390,390,7.92,214.19,411.42,25.06,4.03,False,630,2003.0,214.19,1475,25.0,1746,1727.0,False,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,390,Train,False,0.6705298013245033,390,Train,False,0.6705298013245033,390,Train,False,0.6705298013245033
391,391,5.43,201.78,451.56,87.63,3.68,False,633,387.0,201.78,2081,2845.0,1153,1414.0,False,False,False,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,391,Test,False,0.6705298013245033,391,Test,False,0.6705298013245033,391,Test,False,0.6705298013245033
392,392,6.72,195.19,411.8,67.98,2.44,False,635,1131.0,195.19,1480,1666.0,87,1352.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,392,Train,False,0.6705298013245033,392,Train,False,0.6705298013245033,392,Train,False,0.6705298013245033
393,393,6.58,156.22,418.97,78.31,3.77,False,637,1017.0,156.22,1595,2408.0,1320,1165.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,393,Train,False,0.6705298013245033,393,Train,False,0.6705298013245033,393,Train,False,0.6705298013245033
394,394,6.62,185.41,458.92,40.96,3.55,False,643,1062.0,185.41,2154,185.0,971,1376.0,True,True,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,394,Train,False,0.6705298013245033,394,Train,False,0.6705298013245033,394,Train,False,0.6705298013245033
395,395,8.27,188.16,344.15,89.45,3.33,False,644,2203.0,188.16,538,2888.0,684,936.0,True,True,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,395,Train,False,0.6705298013245033,395,Train,False,0.6705298013245033,395,Train,False,0.6705298013245033
396,396,5.17,207.28,552.91,52.24,2.95,False,648,298.0,207.28,3051,569.0,324,1608.0,False,False,False,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,396,Test,False,0.6705298013245033,396,Test,False,0.6705298013245033,396,Test,False,0.6705298013245033
397,397,6.96,193.75,302.94,78.08,2.4,False,649,1333.0,193.75,179,2392.0,75,1393.0,True,True,True,True,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,True,397,Train,False,0.6705298013245033,397,Train,False,0.6705298013245033,397,Train,False,0.6705298013245033
398,398,9.04,221.32,377.86,87.9,4.35,False,652,2494.0,221.32,986,2852.0,2243,938.0,False,False,True,False,True,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,398,Train,False,0.6705298013245033,398,Train,False,0.6705298013245033,398,Train,False,0.6705298013245033
399,399,5.97,202.75,412.04,73.17,5.01,False,653,633.0,202.75,1486,2058.0,2969,1898.0,False,False,False,True,False,1101,961,794,1623,1827,33.61,29.33,24.24,49.54,55.77,False,399,Train,False,0.6705298013245033,399,Train,False,0.6705298013245033,399,Train,False,0.6705298013245033
