ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,SampleNumber,ph_rank,Hardness_rank,Solids_rank,Chloramines_rank,Sulfate_rank,Conductivity_rank,Organic_carbon_rank,Trihalomethanes_rank,Turbidity_rank,Average_Rank,Average_Rank_2,Hardness_Safe,ph_safe,Solids_safe,Chloramines_safe,Sulfate_safe,Conductivity_safe,Organic_carbon_safe,Trihalomethanes_safe,Turbidity_safe,Hardness_Safe_qty,ph_safe_qty,Solids_safe_qty,Chloramines_safe_qty,Sulfate_safe_qty,Conductivity_safe_qty,Organic_carbon_safe_qty,Trihalomethanes_safe_qty,Turbidity_safe_qty,Hardness_Safe_pct,ph_safe_pct,Solids_safe_pct,Chloramines_safe_pct,Sulfate_safe_pct,Conductivity_safe_pct,Organic_carbon_safe_pct,Trihalomethanes_safe_pct,Turbidity_safe_pct
7.24,213.42,23432.96,5.93,328.36,325.39,14.03,60.57,3.83,0,431,1526.0,213.42,1987,689,1129.0,332,1558,1085.0,1432,1035.0,524,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.79,165.79,17782.6,4.97,307.75,370.6,15.14,96.6,4.04,0,1791,1198.0,165.79,1145,269,628.0,884,1979,3021.0,1769,1035.0,525,True,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.26,194.25,8127.07,6.67,394.56,312.35,16.01,65.02,4.28,0,3092,1537.0,194.25,97,1264,2323.0,237,2279,1442.0,2142,1036.0,526,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
1.99,216.48,23039.33,6.77,344.01,341.08,11.5,78.73,3.92,0,3094,8.0,216.48,1943,1334,1544.0,502,647,2433.0,1588,1038.0,533,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.81,157.55,7965.21,6.68,263.0,377.7,17.4,69.46,3.6,1,1918,553.0,157.55,88,1269,110.0,985,2696,1798.0,1036,1039.0,534,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.03,213.52,15457.5,7.67,318.11,376.31,9.42,55.46,4.13,1,2427,2068.0,213.52,799,2120,843.0,961,232,753.0,1908,1039.0,535,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.21,192.18,12819.88,7.54,343.48,418.68,13.35,86.98,3.38,0,598,2175.0,192.18,436,1996,1529.0,1593,1283,2823.0,735,1039.0,536,True,True,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
11.5,186.13,12253.3,8.07,325.41,260.53,9.67,68.07,5.01,0,3017,2774.0,186.13,380,2421,1051.0,21,264,1670.0,2966,1040.0,537,True,False,False,False,False,True,False,True,False,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.52,199.08,9082.82,5.98,367.23,501.45,12.88,55.77,3.81,0,557,2603.0,199.08,146,712,1992.0,2673,1121,775.0,1394,1041.0,539,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.69,224.39,21856.15,7.04,275.27,404.82,12.85,63.15,2.75,0,3044,1839.0,224.39,1768,1558,177.0,1394,1109,1288.0,193,1041.0,540,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.46,215.44,35775.79,6.5,307.56,365.09,8.13,77.55,3.54,1,1560,948.0,215.44,3041,1119,619.0,808,107,2353.0,956,1041.0,541,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.76,218.64,21752.03,6.45,276.28,356.08,15.71,67.05,2.95,1,2373,2395.0,218.64,1751,1073,186.0,697,2190,1591.0,321,1042.0,542,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.71,194.74,27336.96,7.63,322.07,347.83,10.64,63.72,3.18,1,1083,1853.0,194.74,2458,2074,955.0,582,422,1335.0,524,1042.0,545,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.85,167.99,40588.43,3.37,265.43,300.41,16.01,72.36,3.08,1,1114,1234.0,167.99,3175,45,122.0,167,2280,1993.0,425,1043.0,546,True,True,False,True,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.09,181.1,17978.99,6.55,310.14,398.41,11.56,32.0,4.08,0,4,2510.0,181.1,1176,1152,664.0,1279,664,60.0,1814,1044.0,548,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.05,230.59,20278.38,9.36,305.78,333.53,12.59,55.3,2.22,0,2095,673.0,230.59,1544,3016,584.0,422,1013,743.0,42,1045.0,549,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.99,197.69,12150.72,7.98,341.1,303.6,14.33,70.86,3.85,0,2050,1362.0,197.69,369,2363,1470.0,184,1687,1904.0,1468,1045.0,550,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.34,182.31,5689.8,6.76,373.87,360.18,20.48,73.49,3.42,0,901,1601.0,182.31,38,1328,2097.0,753,3181,2085.0,788,1045.0,551,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.83,176.81,12171.02,7.48,321.26,395.39,12.48,65.87,3.91,1,3155,2422.0,176.81,370,1949,929.0,1237,969,1505.0,1570,1045.0,554,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.77,186.06,26693.76,5.81,333.07,312.87,12.38,32.76,4.15,1,1592,543.0,186.06,2376,611,1247.0,239,931,68.0,1945,1048.0,558,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.06,208.04,15489.33,5.62,361.97,423.42,15.37,75.45,3.6,0,430,2088.0,208.04,801,512,1907.0,1658,2072,2222.0,1038,1048.0,560,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.62,233.66,19598.86,4.7,432.56,401.67,11.77,73.19,4.44,1,264,1054.0,233.66,1420,195,2465.0,1343,718,2063.0,2383,1049.0,561,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.59,244.94,23898.97,6.78,273.74,330.91,9.25,47.39,4.22,0,2902,1033.0,244.94,2049,1347,160.0,393,218,373.0,2043,1049.0,562,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.12,225.66,30914.11,6.21,371.65,356.86,8.07,77.39,3.94,1,358,281.0,225.66,2767,885,2063.0,708,103,2342.0,1613,1050.0,564,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.32,210.31,11682.23,6.97,311.78,375.96,11.97,62.96,4.55,1,1173,845.0,210.31,320,1508,695.0,957,786,1274.0,2521,1050.0,565,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
4.31,138.43,11842.76,5.61,364.46,426.37,19.59,48.12,3.17,1,2438,119.0,138.43,335,507,1943.0,1708,3107,389.0,510,1051.0,566,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.6,207.12,13486.14,6.19,328.21,452.45,14.81,88.02,3.4,0,978,1780.0,207.12,520,866,1122.0,2089,1858,2856.0,767,1051.0,567,False,True,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.01,226.87,20279.7,8.17,225.52,275.99,9.65,52.64,4.03,0,1662,649.0,226.87,1545,2488,19.0,48,261,598.0,1758,1054.0,568,False,False,False,False,True,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.83,203.17,11174.27,6.25,394.89,338.23,16.28,47.93,4.25,0,2924,1947.0,203.17,264,917,2325.0,471,2381,384.0,2092,1055.0,569,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.45,150.78,4168.2,10.57,476.54,355.58,15.35,74.76,2.75,1,1605,1680.0,150.78,17,3226,2494.0,687,2065,2174.0,187,1055.0,570,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.97,230.45,16324.12,5.29,315.19,327.79,13.33,39.55,5.43,0,200,632.0,230.45,921,374,775.0,359,1274,157.0,3176,1056.0,571,False,False,False,False,False,True,False,True,False,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.9,194.22,13319.5,5.57,323.42,317.35,17.13,61.43,4.37,0,2964,2453.0,194.22,499,481,995.0,272,2620,1152.0,2271,1056.0,573,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.5,150.08,43195.47,6.57,322.52,287.29,11.23,71.82,3.67,0,2537,414.0,150.08,3213,1167,968.0,91,577,1960.0,1142,1057.0,574,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.14,194.82,9496.91,6.19,345.71,562.77,13.68,74.42,3.28,0,1232,2521.0,194.82,163,857,1575.0,3097,1403,2148.0,626,1057.0,575,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.76,171.97,8086.83,7.3,330.13,442.76,11.36,95.9,4.0,1,2008,532.0,171.97,95,1799,1180.0,1956,615,3015.0,1707,1057.0,576,True,False,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.73,162.86,34573.68,5.65,415.29,297.63,13.99,76.74,3.56,1,769,519.0,162.86,2987,529,2417.0,152,1538,2298.0,983,1059.0,578,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.5,159.18,13403.09,6.96,296.08,359.97,15.64,63.51,3.75,1,2046,971.0,159.18,509,1501,402.0,748,2156,1314.0,1279,1059.0,579,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.63,192.52,36269.7,4.97,277.5,320.47,14.79,80.98,3.35,1,1548,1068.0,192.52,3057,272,198.0,290,1848,2559.0,701,1060.0,580,True,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.43,204.49,18608.94,7.43,318.18,338.94,16.24,94.61,2.56,1,1928,1669.0,204.49,1278,1912,845.0,482,2371,3000.0,116,1061.0,583,False,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
4.85,146.63,20227.64,6.34,368.94,346.52,15.27,56.99,3.64,0,2504,204.0,146.63,1533,984,2016.0,565,2037,839.0,1101,1061.0,584,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.31,196.55,11310.96,5.31,364.41,607.92,8.46,76.69,4.29,0,544,2230.0,196.55,277,381,1942.0,3232,130,2296.0,2151,1061.0,585,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.26,153.64,24316.16,8.21,367.34,295.04,12.5,91.27,3.15,0,3016,798.0,153.64,2098,2520,1996.0,139,982,2938.0,478,1062.0,586,True,False,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.17,191.39,14702.06,6.56,313.87,525.03,12.63,108.27,3.08,0,2689,1487.0,191.39,682,1162,745.0,2877,1032,3098.0,432,1063.0,589,True,True,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.12,191.95,19620.55,6.06,323.84,441.75,10.97,49.24,3.9,0,35,280.0,191.95,1424,773,1009.0,1938,504,438.0,1552,1064.0,590,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.19,228.41,15395.47,7.4,334.78,294.92,13.93,50.75,4.1,0,2131,1503.0,228.41,789,1876,1304.0,137,1508,501.0,1847,1064.0,591,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.3,232.41,16548.36,6.34,301.09,395.34,13.79,78.62,3.89,0,2254,2219.0,232.41,953,988,500.0,1235,1445,2428.0,1534,1065.0,592,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.82,208.33,26780.69,7.22,329.12,430.41,7.15,88.41,2.88,0,1062,2416.0,208.33,2389,1719,1152.0,1765,50,2864.0,260,1065.0,594,False,False,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.17,208.28,12806.83,5.49,322.92,472.03,13.39,28.57,4.0,0,1409,2153.0,208.28,433,446,982.0,2318,1299,34.0,1698,1067.0,600,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.97,237.02,26944.68,5.59,334.33,379.14,13.01,86.19,3.64,0,2149,2680.0,237.02,2408,494,1291.0,999,1169,2797.0,1098,1068.0,601,False,False,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.07,191.0,16654.51,8.04,350.58,418.2,12.29,49.01,3.02,1,1621,2094.0,191.0,967,2399,1686.0,1579,894,429.0,376,1068.0,602,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.32,185.99,23234.79,5.89,347.24,401.3,13.26,60.47,3.58,1,750,848.0,185.99,1969,665,1604.0,1338,1248,1076.0,1005,1068.0,603,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.84,217.32,29644.81,4.18,328.5,310.77,14.34,62.65,3.87,1,2459,564.0,217.32,2683,111,1134.0,223,1688,1246.0,1489,1069.0,604,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.46,219.52,20967.84,6.83,355.08,312.02,14.03,57.85,3.8,1,3178,392.0,219.52,1642,1388,1776.0,235,1556,883.0,1371,1069.0,605,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.35,238.51,10315.35,7.82,281.77,496.35,12.62,87.34,2.36,0,1729,351.0,238.51,213,2249,236.0,2620,1030,2837.0,65,1069.0,607,False,False,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.82,225.11,16403.95,7.09,313.17,413.21,15.38,32.68,2.4,0,2661,1936.0,225.11,929,1608,733.0,1506,2074,66.0,77,1070.0,608,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.5,180.83,21542.83,6.71,352.25,419.51,13.18,68.9,3.07,1,2356,412.0,180.83,1720,1288,1724.0,1603,1220,1743.0,417,1071.0,610,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.29,191.77,41569.95,5.31,321.32,342.5,13.79,54.46,3.34,0,2543,1568.0,191.77,3199,382,932.0,520,1449,697.0,688,1072.0,611,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
4.57,134.2,22520.42,8.19,403.34,372.2,11.26,69.05,3.09,1,2727,151.0,134.2,1867,2508,2371.0,908,585,1767.0,436,1073.0,613,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.26,180.41,13826.26,7.08,346.63,422.6,11.84,77.84,3.99,0,1278,800.0,180.41,577,1590,1592.0,1654,746,2377.0,1697,1074.0,616,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.02,175.87,21759.36,7.49,352.98,428.66,4.97,72.31,3.44,0,876,2067.0,175.87,1752,1955,1746.0,1735,7,1991.0,824,1075.0,618,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.76,184.85,22159.02,6.3,347.78,449.44,12.95,65.84,2.91,0,1386,534.0,184.85,1810,960,1612.0,2061,1151,1503.0,287,1076.0,620,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
3.91,233.4,32144.8,6.99,348.36,269.45,9.65,63.74,3.9,0,60,69.0,233.4,2849,1521,1628.0,34,262,1339.0,1555,1076.0,621,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.79,175.89,21467.95,7.1,349.49,427.24,12.56,55.25,2.82,0,872,1196.0,175.89,1711,1614,1650.0,1722,1002,740.0,230,1076.0,622,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.85,234.94,24456.17,5.6,334.87,337.57,9.52,77.3,4.92,1,3119,1228.0,234.94,2117,497,1306.0,462,242,2332.0,2905,1076.0,623,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.95,213.07,16769.89,4.75,292.42,478.17,14.19,82.05,3.59,0,2686,2015.0,213.07,986,209,352.0,2409,1626,2615.0,1017,1077.0,624,False,True,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.87,214.17,15326.86,3.35,297.08,424.29,19.19,70.07,3.36,0,196,2660.0,214.17,774,44,422.0,1671,3055,1841.0,705,1077.0,625,False,False,False,True,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.9,164.72,20442.62,5.16,341.54,468.42,10.36,65.69,4.05,0,826,1276.0,164.72,1573,323,1485.0,2268,367,1492.0,1777,1079.0,626,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.86,220.15,23580.66,6.61,285.19,325.72,13.47,89.41,3.81,0,2488,1241.0,220.15,2007,1205,275.0,335,1328,2887.0,1379,1079.0,627,False,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.32,207.26,8532.14,5.99,286.49,491.77,10.55,74.5,4.5,0,244,846.0,207.26,112,718,292.0,2576,401,2152.0,2460,1079.0,628,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.95,185.42,6108.8,7.12,344.8,283.88,18.9,85.8,3.89,1,3154,2022.0,185.42,42,1629,1559.0,78,3016,2781.0,1526,1079.0,629,True,True,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
9.18,163.27,20868.33,7.73,320.42,426.99,10.21,62.43,3.11,0,99,2534.0,163.27,1630,2178,910.0,1715,342,1225.0,451,1080.0,630,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.15,198.33,16795.32,6.71,326.95,303.33,12.51,66.38,4.84,0,1391,288.0,198.33,990,1290,1090.0,182,985,1544.0,2837,1080.0,631,True,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.79,176.87,18344.68,7.57,338.23,371.22,9.04,76.29,4.17,0,190,1913.0,176.87,1235,2017,1399.0,893,194,2265.0,1975,1082.0,633,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.58,198.41,22389.38,7.32,369.1,408.2,6.06,105.4,3.69,1,1112,1020.0,198.41,1844,1809,2020.0,1435,26,3086.0,1183,1083.0,634,True,True,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.81,157.23,4728.65,8.85,356.77,299.28,9.44,61.64,5.18,0,572,2412.0,157.23,24,2841,1817.0,160,234,1167.0,3085,1084.0,635,True,False,False,False,False,True,False,True,False,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.84,195.83,11610.21,7.87,332.76,514.93,12.29,87.43,2.09,1,1492,2424.0,195.83,313,2284,1237.0,2794,893,2842.0,29,1085.0,636,True,False,False,False,False,False,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
10.22,248.07,28749.72,7.51,393.66,283.65,13.79,84.6,2.67,0,6,2707.0,248.07,2601,1980,2314.0,77,1444,2728.0,160,1085.0,637,False,False,False,False,False,True,False,False,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.72,218.06,17180.19,8.92,393.28,349.0,14.35,57.25,2.4,1,1533,1133.0,218.06,1049,2871,2312.0,597,1700,852.0,78,1086.0,638,False,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.65,154.55,15901.29,6.51,419.22,444.84,14.66,49.52,3.27,0,3026,2363.0,154.55,854,1125,2439.0,1985,1799,451.0,608,1088.0,639,True,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.92,223.33,17862.14,8.0,299.4,428.95,12.23,68.84,2.69,0,2505,1292.0,223.33,1153,2372,464.0,1744,870,1733.0,167,1088.0,640,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.64,203.36,13672.09,4.56,303.31,474.61,12.36,62.8,4.4,0,7,2354.0,203.36,548,174,533.0,2357,926,1261.0,2325,1089.0,641,False,False,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
5.62,215.82,9028.76,9.26,274.29,340.65,10.68,72.49,4.36,1,707,468.0,215.82,142,2990,162.0,498,436,2000.0,2252,1089.0,642,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
8.55,206.52,10453.09,6.48,326.13,347.82,14.0,42.29,4.9,0,3031,2319.0,206.52,222,1100,1064.0,581,1542,224.0,2885,1089.0,643,False,False,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.91,155.74,17973.18,4.92,275.91,439.65,18.38,55.51,2.61,0,132,1288.0,155.74,1172,244,182.0,1912,2921,757.0,136,1090.0,644,True,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
7.88,226.28,12710.25,7.3,346.4,445.37,6.06,63.13,4.24,0,111,1971.0,226.28,422,1797,1585.0,1997,27,1287.0,2072,1090.0,645,False,True,False,False,False,False,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
6.68,192.69,27468.98,5.81,281.41,299.89,12.24,46.07,4.34,1,2337,1106.0,192.69,2480,613,231.0,162,872,321.0,2229,1091.0,648,True,True,False,False,False,True,False,True,True,1786,1328,2,89,58,1314,0,2512,2962,54.52,40.54,0.06,2.72,1.77,40.11,0.0,76.68,90.42
